ItemIndex,RecordName,RepresentIndex,HighGroup,MiddleGroup,FunctionIndex,IsResell,ResellPoint,PointPrice,CashPrice,BonusPoint,CashType,IsSell,DisplayOrder,IsShopShow,IsNew,NewBeginTime,NewEndTime,IsHot,HotBeginTime,HotEndTime,IsSale,SaleBeginTime,SaleEndTime,SalePrice,UseType,Durability,UseTime,UseCount,IsMerge,Cangift,RepairPoint,OnlyPvE,EngName,BuyPopupOrder,ItemDesc,ItemDetailDesc,InfoType,Attack,Accuracy,Stability,ShotSpeed,Carry,Magazine,Supply,IsInvenShow,BuyLevelLimit,EquipLevelLimit,UseState,SlotCount,WeaponType,CapsuleGrade
12400803,MP_W_H_TF_01,12400801,1,2,0,0,0,0,589,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,604800,0,1,1,0,0,Manon Petit_Period_168,2,I_D_MP_W_H_TF_01,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
12400804,MP_W_H_TF_01,12400801,1,2,0,0,0,0,1999,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2592000,0,1,1,0,0,Manon Petit_Period_720,3,I_D_MP_W_H_TF_01,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
12600801,MP_W_H_TF_01,12600801,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Manon Petit_Permanent_NoItem,,I_D_MP_W_H_TF_01,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
12600802,MP_W_H_TF_01,12600801,1,2,0,0,0,0,3998,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,Manon Petit_Permanent,4,I_D_MP_W_H_TF_01,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11100101,MP_M_ATC_01,11100101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Benedict_Primary,,I_D_MP_M_ATC_01,,0,0,0,0,0,0,0,0,1,00,0,1,1,0,1
11400201,MP_M_ATC_02,11400201,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,Fernando Silva_Period_NoItem,,I_D_MP_M_ATC_02,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11400202,MP_M_ATC_02,11400201,1,1,0,0,0,0,119,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,86400,0,1,1,0,0,Fernando Silva_Period_24,1,I_D_MP_M_ATC_02,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11400203,MP_M_ATC_02,11400201,1,1,0,0,0,0,409,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,604800,0,1,1,0,0,Fernando Silva_Period_168,2,I_D_MP_M_ATC_02,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11400204,MP_M_ATC_02,11400201,1,1,0,0,0,0,1399,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2592000,0,1,1,0,0,Fernando Silva_Period_720,3,I_D_MP_M_ATC_02,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11600201,MP_M_ATC_02,11600201,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Fernando Silva_Permanent_NoItem,,I_D_MP_M_ATC_02,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11600202,MP_M_ATC_02,11600201,1,1,0,0,0,0,2798,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,Fernando Silva_Permanent,4,I_D_MP_M_ATC_02,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11400301,MP_M_ATC_03,11400301,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,Bill Walker_Period_NoItem,,I_D_MP_M_ATC_03,,0,0,0,0,0,0,0,0,1,03,0,1,2,0,1
11400302,MP_M_ATC_03,11400301,1,1,0,0,0,600,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,0,86400,0,1,0,0,0,Bill Walker_Period_24,1,I_D_MP_M_ATC_03,,0,0,0,0,0,0,0,0,1,03,0,1,2,0,1
11400303,MP_M_ATC_03,11400301,1,1,0,0,0,2520,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,604800,0,1,0,0,0,Bill Walker_Period_168,2,I_D_MP_M_ATC_03,,0,0,0,0,0,0,0,0,1,03,0,1,2,0,1
11400304,MP_M_ATC_03,11400301,1,1,0,0,0,7200,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2592000,0,1,0,0,0,Bill Walker_Period_720,3,I_D_MP_M_ATC_03,,0,0,0,0,0,0,0,0,1,03,0,1,2,0,1
11600301,MP_M_ATC_03,11600301,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Bill Walker_Permanent_NoItem,,I_D_MP_M_ATC_03,,0,0,0,0,0,0,0,0,1,03,0,1,2,0,1
11600302,MP_M_ATC_03,11600301,1,1,0,0,0,14400,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Bill Walker_Permanent,4,I_D_MP_M_ATC_03,,0,0,0,0,0,0,0,0,1,03,0,1,2,0,1
11400401,MP_M_ATC_04,11400401,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,Crimson_Period_NoItem,,I_D_MP_M_ATC_04,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11400402,MP_M_ATC_04,11400401,1,1,0,0,0,0,149,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,86400,0,1,1,0,0,Crimson_Period_24,1,I_D_MP_M_ATC_04,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11400403,MP_M_ATC_04,11400401,1,1,0,0,0,0,499,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,604800,0,1,1,0,0,Crimson_Period_168,2,I_D_MP_M_ATC_04,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11400404,MP_M_ATC_04,11400401,1,1,0,0,0,0,1699,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2592000,0,1,1,0,0,Crimson_Period_720,3,I_D_MP_M_ATC_04,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11600401,MP_M_ATC_04,11600401,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Crimson_Permanent_NoItem,,I_D_MP_M_ATC_04,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11600402,MP_M_ATC_04,11600401,1,1,0,0,0,0,3398,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,Crimson_Permanent,4,I_D_MP_M_ATC_04,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11400501,MP_M_ATC_05,11400501,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,Dominic Jarvis_Period_NoItem,,I_D_MP_M_ATC_05,,0,0,0,0,0,0,0,0,1,04,0,1,2,0,1
11400502,MP_M_ATC_05,11400501,1,1,0,0,0,720,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,86400,0,1,0,0,0,Dominic Jarvis_Period_24,1,I_D_MP_M_ATC_05,,0,0,0,0,0,0,0,0,1,04,0,1,2,0,1
11400503,MP_M_ATC_05,11400501,1,1,0,0,0,3024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,604800,0,1,0,0,0,Dominic Jarvis_Period_168,2,I_D_MP_M_ATC_05,,0,0,0,0,0,0,0,0,1,04,0,1,2,0,1
11400504,MP_M_ATC_05,11400501,1,1,0,0,0,8640,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2592000,0,1,0,0,0,Dominic Jarvis_Period_720,3,I_D_MP_M_ATC_05,,0,0,0,0,0,0,0,0,1,04,0,1,2,0,1
11600501,MP_M_ATC_05,11600501,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Dominic Jarvis_Permanent_NoItem,,I_D_MP_M_ATC_05,,0,0,0,0,0,0,0,0,1,04,0,1,2,0,1
11600502,MP_M_ATC_05,11600501,1,1,0,0,0,17280,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Dominic Jarvis_Permanent,4,I_D_MP_M_ATC_05,,0,0,0,0,0,0,0,0,1,04,0,1,2,0,1
11400601,MP_W_ATC_01,11400601,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,Valentina Dario_Period_NoItem,,I_D_MP_W_ATC_01,,0,0,0,0,0,0,0,0,1,05,0,1,2,0,1
11400602,MP_W_ATC_01,11400601,1,1,0,0,0,840,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,86400,0,1,0,0,0,Valentina Dario_Period_24,1,I_D_MP_W_ATC_01,,0,0,0,0,0,0,0,0,1,05,0,1,2,0,1
11400603,MP_W_ATC_01,11400601,1,1,0,0,0,3528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,604800,0,1,0,0,0,Valentina Dario_Period_168,2,I_D_MP_W_ATC_01,,0,0,0,0,0,0,0,0,1,05,0,1,2,0,1
11400604,MP_W_ATC_01,11400601,1,1,0,0,0,10080,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2592000,0,1,0,0,0,Valentina Dario_Period_720,3,I_D_MP_W_ATC_01,,0,0,0,0,0,0,0,0,1,05,0,1,2,0,1
11600601,MP_W_ATC_01,11600601,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Valentina Dario_Permanent_NoItem,,I_D_MP_W_ATC_01,,0,0,0,0,0,0,0,0,1,05,0,1,2,0,1
11600602,MP_W_ATC_01,11600601,1,1,0,0,0,20160,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Valentina Dario_Permanent,4,I_D_MP_W_ATC_01,,0,0,0,0,0,0,0,0,1,05,0,1,2,0,1
11400701,MP_W_ATC_02,11400701,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,Natalie_Period_NoItem,,I_D_MP_W_ATC_02,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11400702,MP_W_ATC_02,11400701,1,1,0,0,0,0,169,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,86400,0,1,1,0,0,Natalie_Period_24,1,I_D_MP_W_ATC_02,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11400703,MP_W_ATC_02,11400701,1,1,0,0,0,0,589,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,604800,0,1,1,0,0,Natalie_Period_168,2,I_D_MP_W_ATC_02,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11400704,MP_W_ATC_02,11400701,1,1,0,0,0,0,1999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2592000,0,1,1,0,0,Natalie_Period_720,3,I_D_MP_W_ATC_02,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11600701,MP_W_ATC_02,11600701,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Natalie_Permanent_NoItem,,I_D_MP_W_ATC_02,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11600702,MP_W_ATC_02,11600701,1,1,0,0,0,0,3998,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,Natalie_Permanent,4,I_D_MP_W_ATC_02,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11400801,MP_W_H_ATC_01,11400801,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,Infected Manon Petit_Period_NoItem,,I_D_MP_W_H_ATC_01,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11400802,MP_W_H_ATC_01,11400801,1,1,0,0,0,0,169,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,4,0,86400,0,1,1,0,0,Infected Manon Petit_Period_24,1,I_D_MP_W_H_ATC_01,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11400803,MP_W_H_ATC_01,11400801,1,1,0,0,0,0,589,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,604800,0,1,1,0,0,Infected Manon Petit_Period_168,2,I_D_MP_W_H_ATC_01,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11400804,MP_W_H_ATC_01,11400801,1,1,0,0,0,0,1999,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2592000,0,1,1,0,0,Infected Manon Petit_Period_720,3,I_D_MP_W_H_ATC_01,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11600801,MP_W_H_ATC_01,11600801,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Infected Manon Petit_Permanent_NoItem,,I_D_MP_W_H_ATC_01,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
11600802,MP_W_H_ATC_01,11600801,1,1,0,0,0,0,3998,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,Infected Manon Petit_Permanent,4,I_D_MP_W_H_ATC_01,,0,0,0,0,0,0,0,0,1,00,0,1,3,0,1
19100101,TakeMP_SPECTER,19100101,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Specter_Primary_NoItem,,I_D_TakeMP_SPECTER,,0,0,0,0,0,0,0,0,0,00,0,1,0,0,1
29100101,1_Ghost_Flame,29100101,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Specter Attack_Primary_NoItem,,I_D_1_Ghost_Flame,,0,0,0,0,0,0,0,0,0,00,0,1,0,0,1
29100201,Unarmed,29100201,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Unarmed_Primary_NoItem,,I_D_Unarmed,,0,0,0,0,0,0,0,0,0,00,0,1,0,0,1
29100401,MP_PoweredArmorMG,29100401,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Powered Armor MG_Primary_NoItem,,I_D_MP_PoweredArmorMG,,0,0,0,0,0,0,0,0,0,00,0,1,0,0,1
29100501,ElitePoweredArmorML,29100501,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Powered Armor ML_Primary_NoItem,,I_D_ElitePoweredArmorML,,0,0,0,0,0,0,0,0,0,00,0,1,0,0,1
29100601,MP_Turret,29100601,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,MP_Turret_Primary_NoItem,,I_D_MP_Turret,,0,0,0,0,0,0,0,0,0,00,0,1,0,0,1
29100701,SyncAction,29100701,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,SyncAction_Primary_NoItem,,I_D_SyncAction,,0,0,0,0,0,0,0,0,0,00,0,1,0,0,1
29100801,Explosion,29100801,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Explosion_Primary_NoItem,,I_D_Explosion,,0,0,0,0,0,0,0,0,0,00,0,1,0,0,1
29100901,Sliding,29100901,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Sliding_Primary_NoItem,,I_D_Sliding,,0,0,0,0,0,0,0,0,0,00,0,1,0,0,1
